episode,speaker,content,addressee
Ponyville Confidential,Sweetie Belle,No...,Rarity
Ponyville Confidential,Rarity,What is important is that you understand how your column makes the ponies that you're writing about feel!,Sweetie Belle
Ponyville Confidential,Sweetie Belle,"I do understand, and we've all been feeling guilty, but we just want our cutie marks so badly!",Rarity
Ponyville Confidential,Rarity,Do you really think that writing nasty things and making everypony feel horrible is your destiny?,Sweetie Belle
Ponyville Confidential,Sweetie Belle,"Well, when you put it that way...",Diamond Tiara
Ponyville Confidential,Diamond Tiara,No! I won't let you quit!,Sweetie Belle
Ponyville Confidential,Sweetie Belle,But the gossip we've been printing is hurting everypony's feelings!,Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Feelings?! I don't care about feelings! Gabby Gums is my bread and butter, and I'm not gonna let you goody-two-horseshoes take that away from me!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,"We're sorry, Diamond Tiara, but we've made our decision.",Scootaloo
Ponyville Confidential,Scootaloo,"Yeah, you can't force us to keep gossiping.",Diamond Tiara
Ponyville Confidential,Diamond Tiara,When you see these... you may not want to quit after all.,Diamond Tiara
Ponyville Confidential,Diamond Tiara,I told Featherweight to document everything...,Diamond Tiara
Ponyville Confidential,Diamond Tiara,...And that's exactly what he did.,Scootaloo
Ponyville Confidential,Scootaloo,Gimme those!,Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Sorry, girls, property of the Foal Free Press. And if Gabby Gums really does go into retirement, I'll need something to fill that empty column space. Now get out there and bring me more Gabby Gums!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,"We'll find a way out of this, girls.",Scootaloo
Ponyville Confidential,Scootaloo,Maybe Rainbow Dash will have a story for us. She's always good for some gossip.,Apple Bloom
Ponyville Confidential,Apple Bloom,"Rainbow Dash! Hey, Rainbow Dash!",Rainbow Dash
Ponyville Confidential,Rainbow Dash,"Well, if it isn't Gabby Gums!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,"You heard too, huh?",Rainbow Dash
Ponyville Confidential,Rainbow Dash,Are you kidding? Everypony in town knows it's you three.,Scootaloo
Ponyville Confidential,Scootaloo,"Don't suppose you'd let us write a column on you, huh?",Sweetie Belle
Ponyville Confidential,Sweetie Belle,"Oh, hi, Angel. Is Fluttershy home?",Scootaloo
Ponyville Confidential,Scootaloo,"Hey, what gives?",Spike
Ponyville Confidential,Spike,"A-ha! Twilight thought you might try to show your faces around here, so she put up a force field.",Apple Bloom
Ponyville Confidential,Apple Bloom,"Aw, c'mon, Applejack! You're not mad at us too, are you?",Applejack
Ponyville Confidential,Applejack,Eeyup.,Apple Bloom
Ponyville Confidential,Apple Bloom,You're not even gonna talk to us?,Applejack
Ponyville Confidential,Applejack,Nnope.,Big McIntosh
Ponyville Confidential,Big McIntosh,"You should be ashamed of yourself, humiliatin' your sister 'n' me like that. We don't wanna talk to any o' y'all right now so take your little gossip column and your embarrassing photographs and just go away!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,We've ruined all of our friendships and we still don't have our cutie marks!,Apple Bloom
Ponyville Confidential,Apple Bloom,This is the worst day ever!,Scootaloo
Ponyville Confidential,Scootaloo,"Oh yeah? Wait 'til tomorrow, our most embarrassing moments are about to be published for everypony to laugh at.",Apple Bloom
Ponyville Confidential,Apple Bloom,So what do we do?,Sweetie Belle
Ponyville Confidential,Sweetie Belle,"I don't know, but we're not leaving this clubhouse until we think of something!",Diamond Tiara
Ponyville Confidential,Diamond Tiara,"That's it, Gabby Gums is out of time. Run these instead. I want this paper on every street corner in Ponyville!",Others
Ponyville Confidential,Others,"""Shady Daze"": Yes, ma'am!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,Stop the presses!,Others
Ponyville Confidential,Others,"""Shady Daze"": Uh... they haven't started yet.",Scootaloo
Ponyville Confidential,Scootaloo,We have a Gabby Gums column!,Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Hmph, you're lucky I'm nice.",Diamond Tiara
Ponyville Confidential,Diamond Tiara,"This better not happen again, or else.",Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Well done, Diamond Tiara. You've averted yet another crisis with your amazing diplomatic skills. ""An Open Letter to Ponyville by Gabby Gums""?! What is this?! Ooh, they're not gonna get away with this! I'll publish those photos tomorrow! They messed with the wrong pony!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,"To the citizens of Ponyville,",Others
Ponyville Confidential,Others,"For some time now, you've been reading this column to get the latest dirt and the hottest buzz. But this will be my final piece. We want to apologize for the pain and embarrassment we've caused.",Apple Bloom
Ponyville Confidential,Apple Bloom,"Y'see, I'm actually three little fillies, Sweetie Belle, Apple Bloom, and Scootaloo.",Scootaloo
Ponyville Confidential,Scootaloo,"As the popularity of our column grew, we got swept up in the hype. We knew that what we were doing didn't feel quite right, but we ignored the guilt because everypony seemed to want to read what we were writing.",Sweetie Belle
Ponyville Confidential,Sweetie Belle,"From now on, we promise to respect everypony else's privacy, and we won't engage in hurtful gossip any more.",Apple Bloom
Ponyville Confidential,Apple Bloom,"All we can do is ask for your forgiveness, Ponyville.",Others
Ponyville Confidential,Others,"Signing off for the very last time,",Others
Ponyville Confidential,Others,"XOXO, Gabby Gums",Cheerilee
Ponyville Confidential,Cheerilee,And for the next editor of the Foal Free Press...,Cheerilee
Ponyville Confidential,Cheerilee,"...here's your new editor-in-chief, Featherweight!",Diamond Tiara
Ponyville Confidential,Diamond Tiara,Ugh! Him? But what about me?!,Others
Ponyville Confidential,Others,"""Shady Daze"": Here ya go! I've been promoted to staff photographer!",nobody
MMMystery on the Friendship Express,Pinkie Pie,"Marzipan Mascarpone Meringue Madness. You've really outdone yourselves, Mr. and Mrs. Cake. This is sure to be the winning entry of this year's national dessert competition!",Mrs. Cake
MMMystery on the Friendship Express,Mrs. Cake,"Mrs. Oh, thank you, Pinkie!",Mr. Cake
MMMystery on the Friendship Express,Mr. Cake,Mr. And thanks for transporting it all the way to Canterlot for us.,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,Absolutely! It's my honor and I<U+0096>,Applejack
MMMystery on the Friendship Express,Applejack,"Uh, beg pardon, but could we maybe move things along? This here cake's a mite heavy. Right, Big McIntosh?",Big McIntosh
MMMystery on the Friendship Express,Big McIntosh,Eeyup...!,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Alrighty then, Big Mac! To the train depot! That's it, Big Mac, nice and slow. This is precious cargo you're carrying.",Mr. Cake
MMMystery on the Friendship Express,Mr. Cake,"Mr. Yes, it took months of planning and testing.",Mrs. Cake
MMMystery on the Friendship Express,Mrs. Cake,Mrs. I would hate for it to<U+0096>,Mr. Cake and Mrs. Cake
MMMystery on the Friendship Express,Mr. Cake and Mrs. Cake,Mr. Cake and Mrs. Fall!,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Don't worry, Mr. and Mrs. Cake. Rainbow Dash, Fluttershy, a little pegassistance? I'll get it there safely, you'll see!",Mrs. Cake
MMMystery on the Friendship Express,Mrs. Cake,"Mrs. Ahahah, oh... of course, Pinkie.",Mr. Cake
MMMystery on the Friendship Express,Mr. Cake,Mr. We never doubted you.,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Twilight, can I see you a second? A nice protective spell as extra insurance. Better safe than sorry. AJ, Rarity, one last thing? All right, everypony, we're in the home stretch here.",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"See, Mr. and Mrs. Cake? I got it here without a hitch! Now all we have to do is get it... in?",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,Thank you all for helping me get the cake safely on the dessert car.,Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,Thank you for inviting us all to go with you to Canterlot for the National Dessert Competition.,Rarity
MMMystery on the Friendship Express,Rarity,I'm sure the festivities will be just lovely.,Applejack
MMMystery on the Friendship Express,Applejack,Phooey on the festivities! I can't wait to try all those tasty treats!,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Well, the tastiest treat of all is sure to be the Cakes' Marzipan Mascarpone Meringue Madness. All that rich creamy goodness of the marzipan, combined with the tart tanginess of the mascarpone, blended perfectly with the smooth, silky sweetness of the meringue. That's why I call the Marzipan Mascarpone Meringue Madness the ""MMMM"".",Rest of main cast
MMMystery on the Friendship Express,Rest of main cast,MMMM.,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Exactly. It's the most delicious delectable delightful de-lovely cake in Equestria, and it's sure to win first prize.",Gustave le Grand
MMMystery on the Friendship Express,Gustave le Grand,"Zis is not so, for I, Gustave le Grand, do challenge your crude cake to a duel of delectable delicacies against my exceptionally Exquisite <c9>clairs! They will undoubtedly strike down all ze competition, winning first prize and crowning me le champion.",Donut Joe
MMMystery on the Friendship Express,Donut Joe,"Not a chance, le Grand.",Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,Donut Joe! What are you doing in Ponyville?,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,Hello. What's your name?,Mulia Mild
MMMystery on the Friendship Express,Mulia Mild,"I am Mulia Mild. Behold, my Chocolate Mousse Moose. It will trample all your treats, be given first prize, and make me the greatest chef in Equestria.",Gustave le Grand
MMMystery on the Friendship Express,Gustave le Grand,"Madame Mild, you and your mousse moose are mistaken.",Donut Joe
MMMystery on the Friendship Express,Donut Joe,Your frou-frou <e9>clairs will never defeat my donuts!,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,The Cakes' Marzipan Mascarpone Meringue Madness is going to win!,Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,"Well, it sure looks like we're in for a delicious competition tomorrow. Maybe we should all settle in for a good night's sleep.",Donut Joe
MMMystery on the Friendship Express,Donut Joe,Hmph.,Mulia Mild
MMMystery on the Friendship Express,Mulia Mild,Nyahh.,Rainbow Dash
MMMystery on the Friendship Express,Rainbow Dash,I gotta admit I'm pretty beat.,Applejack
MMMystery on the Friendship Express,Applejack,"Yeah, I'm gonna hit the hay myself.",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Wait! Didn't you hear those chefs? We have to protect ""MMMM"".",Rarity
MMMystery on the Friendship Express,Rarity,MMMM?,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Mmm-hmmm. I know for super sure that ""MMMM"" is the best dessert in all of Equestria, and I know that they know it too.",Rainbow Dash
MMMystery on the Friendship Express,Rainbow Dash,So...,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,So... one of them is going to sabotage the Cakes' cake tonight! You have to help me stand guard!,Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,Pinkie... you're overreacting.,Applejack
MMMystery on the Friendship Express,Applejack,"Yeah, those chefs aren't going to do your cake any harm.",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,But they are! I just know it.,Rainbow Dash
MMMystery on the Friendship Express,Rainbow Dash,"Fine! If you want to stand guard, go for it. We're going to bed.",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,I'll show them. I'll stay up all night and protect you. Nothing and nopony will stop me from keeping you safe.,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Huh? Stop, you saboteur! I have you now! Wha? A-ha! Ahh?! Oh! Thank Celestia you're okay! But one of those bakers is mixing up something bad, so I'm not leaving you again no matter what.",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Huh? Who turned out the moon? Don't go near that cake, thief!",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Stop, thief!",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Huh? What? The cake! Oh, MMMM, you look mmmm-marvelous.",Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,Whoa!,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,I know. I think some congratulations are in order for a job well done.,Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,"Um, you better hold off on giving yourself an award just yet, Pinkie. Look.",Applejack
MMMystery on the Friendship Express,Applejack,What is it?,Rainbow Dash
MMMystery on the Friendship Express,Rainbow Dash,What happened?,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"It's the Marzipan Mascarpone Meringue Madness, it's been mutilated!",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,Now we just need to find out who done it.,Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,"You mean, who did it.",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,Exactly. Who did-done-dood it.,Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,"Well, having read many mystery novels, I know that the only way to discover the culprit is to investigate.",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,Exactly.,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"And as chief detective, that's exactly what I'm gonna do.",Applejack
MMMystery on the Friendship Express,Applejack,"Uh, you're investigatin'?",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,Yes! And Twilight shall be my lowly assistant who asks silly questions with obvious answers.,Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,"Fine, Pinkie. Should we start looking for clues?",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"Perfect silly question, my dear Twilight. Because the obvious answer is...",Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,Yes?,Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,No! 'Cause I know who did it.,Twilight Sparkle
MMMystery on the Friendship Express,Twilight Sparkle,"Pinkie, how could you possibly know?",Pinkie Pie
MMMystery on the Friendship Express,Pinkie Pie,"How could I possibly not know? Clearly this dastardly deed was done by the baker, who knew their dessert could not measure up to the mastery of the Marzipan Mascarpone Meringue Madness. I guess you feared your <e9>clairs lacked flair, Gustave!",Pinkie Pie
