episode,speaker,content
Sisterhooves Social,Applejack,Sister for a day.
Sisterhooves Social,Sweetie Belle,No way!
Sisterhooves Social,Apple Bloom,One. Day. One. Day.
Sisterhooves Social,Granny Smith,"Is this thing on? I don't think this thing is on. Hello! What is the- e- oh. You have to say so. Confangled modern doohickeys. Now, the event you've all been waiting fer! The Sister Soci- The Socialhooves- Oh, dabnabbit, you know, the big race! We have five teams this year fer the event! So y'all head on up to the finish line, y'hear? Eh? The start line! That's what I said."
Sisterhooves Social,Sweetie Belle,That's us.
Sisterhooves Social,Apple Bloom,One. Day. Good luck!
Sisterhooves Social,Granny Smith,And may the best sisters win! On your marks... get set... Gooooo!
Sisterhooves Social,Sweetie Belle,"You okay, Applejack?"
Sisterhooves Social,Sweetie Belle,"Applejack, help!"
Sisterhooves Social,Sweetie Belle,"You can do it, sister!"
Sisterhooves Social,Apple Bloom,"Ooh, so close! You almost won!"
Sisterhooves Social,Sweetie Belle,"Thank you, Applejack! You were amazing! I don't even care that we didn't win. This was so much fun! Huh? Rarity?! Wait, where's Applejack?"
Sisterhooves Social,Sweetie Belle,I don't get it.
Sisterhooves Social,Applejack,We switched places over at the very first mudhole.
Sisterhooves Social,Sweetie Belle,"So, we did the whole competition... together?"
Sisterhooves Social,Rarity,"That we did, little sister. Well, except for the start line."
Sisterhooves Social,Apple Bloom,But you finished together!
Sisterhooves Social,Sweetie Belle,You mean... you were all in on it?
Sisterhooves Social,Others,"Applejack, Mm-hmm."
Sisterhooves Social,Sweetie Belle,You did this for me?
Sisterhooves Social,Rarity,Us. I did it for us. You see? We are apple pie!
Sisterhooves Social,Sweetie Belle,Huh?
Sisterhooves Social,Rarity,"Uh, I'll explain later. For now, I think we deserve a celebration!"
Sisterhooves Social,Others,"Applejack, Yeah!"
Sisterhooves Social,Sweetie Belle,Where?
Sisterhooves Social,Rarity,"The spa, of course."
Sisterhooves Social,Sweetie Belle,"Oh, Rarity."
Sisterhooves Social,Rarity,"No, I-I-I'm serious."
Sisterhooves Social,Rarity,"Very well then, what should we write to the Princess?"
Sisterhooves Social,Sweetie Belle,I'll start. Having a sister is just about the bestest thing in the world. But it sure isn't the easiest.
Sisterhooves Social,Rarity,"I agree that being sisters is a wonderful thing, but it takes teamwork. Sometimes it's about compromising. Sometimes it's about accepting each others' differences. But mostly, it's about having fun together. Even if it means getting your hooves a little bit dirty."
Sisterhooves Social,Sweetie Belle,A lot dirty.
Sisterhooves Social,Rarity,A little bit dirty.
Sisterhooves Social,Sweetie Belle,A lot dirty.
Sisterhooves Social,Rarity,A little bit dirty!
Sisterhooves Social,Sweetie Belle,A lo<U+0096>
Sisterhooves Social,Spike,"Hold it, hold it! How about ""a medium amount of dirty, not too little, not too much, just right""?"
Sisterhooves Social,Rarity and Sweetie Belle,Deal!
The Cutie Pox,Apple Bloom,"Today's the day, Cutie Mark Crusaders! I can just feel it! Today's the day we are all gonna get our cutie marks in... bowlin'!"
The Cutie Pox,Scootaloo,Whoo-hoo!
The Cutie Pox,Sweetie Belle,"Whooo! I mean, yaay!"
The Cutie Pox,Apple Bloom,"Why, after today, we won't even be the Cutie Mark Crusaders anymore! We'll be the... the Three Strikes!"
The Cutie Pox,Scootaloo,That makes us sound like we've struck out.
The Cutie Pox,Apple Bloom,Mmm. How 'bout the Pin Twins?
The Cutie Pox,Sweetie Belle,But there are three of us.
The Cutie Pox,Apple Bloom,Okay then... Um... the Bowlin' Dolls!
The Cutie Pox,Sweetie Belle,The Bowling Dolls! That's it!
The Cutie Pox,Scootaloo,Perfect!
The Cutie Pox,Apple Bloom,All righty then! Let's bowl 'em over!
The Cutie Pox,Apple Bloom,Phpoo!
The Cutie Pox,Sea Swirl,Cool! A bowling cutie mark!
The Cutie Pox,Apple Bloom,I did it! I did it! Blank?
The Cutie Pox,Apple Bloom,But... but... what about my ball?
The Cutie Pox,Sweetie Belle,"That bowling sure was fun, even if all I got was gutter balls."
The Cutie Pox,Scootaloo,"Yeah, at least you were able to keep your ball in your lane. I don't think Mr. Kingpin is ever gonna let me play again! Hey, maybe I could get my cutie mark in demolition!"
The Cutie Pox,Scootaloo,"Aw, come on, Apple Bloom."
The Cutie Pox,Sweetie Belle,I know just what you need to put the bloom back on your apple.
The Cutie Pox,Sweetie Belle,A treat from Sugarcube Corner will cheer you up.
The Cutie Pox,Apple Bloom,"No, it won't."
The Cutie Pox,Pinkie Pie,A party will cheer you up!
The Cutie Pox,Apple Bloom,"No, it won't."
The Cutie Pox,Rarity,A lovely new chapeau will cheer you up.
The Cutie Pox,Apple Bloom,"No, it won't."
The Cutie Pox,Scootaloo,"Come on, Apple Bloom, it's just a cutie mark!"
The Cutie Pox,Sweetie Belle,Or lack of a cutie mark!
The Cutie Pox,Scootaloo,"Shh! That's not helping! Apple Bloom! Where are you going?! Apple Bloom, come back!"
The Cutie Pox,Apple Bloom,Whoa! Ah! Ooh! Ow! Nnnn...
The Cutie Pox,Zecora,"Well, who is it that we have here? Why, it's Apple Bloom, my dear!"
The Cutie Pox,Apple Bloom,Ow...
The Cutie Pox,Zecora,"What has happened to you, youth? Ah, you've gone and chipped your tooth. Come with me, I have just the trick that will fix you up quite quick."
The Cutie Pox,Apple Bloom,"I've tried everything, Zecora, and still no cutie mark! Well, I'm gonna be as old as Granny Smith and still have a blank flank!"
The Cutie Pox,Zecora,"Your frustration is well understood, but one must be patient for all things good."
The Cutie Pox,Apple Bloom,"Ugh, I've heard that from every pony I know! And now from every zebra I know! I'm just too impatient to be patient. I just want my cutie mark and I want it now!"
The Cutie Pox,Zecora,"For your cutie mark, you will have to wait. We must fix that tooth before it's too late. Now drink down every little drop, and this mixture will mend that chip on top!"
The Cutie Pox,Apple Bloom,"Oh my star apples, you did it, Zecora! Golly, you have tonics that heal all sorts of ailments. Bad bones, bad back, bad breath..."
The Cutie Pox,Zecora,"Yes little one, it is true, I have many a healing brew."
The Cutie Pox,Apple Bloom,"And not only stuff that fixes the bad, but stuff that brings the good! Good health, good hair... good heavens! Hmm... I bet you can mix up a brew to fix... anything."
The Cutie Pox,Zecora,"There are many mixtures in this room, but none for what you want, dear Apple Bloom. A magic potion does not hold the key. For a cutie mark, time is the only remedy."
The Cutie Pox,Apple Bloom,Fine. Whatcha got goin' on there?
The Cutie Pox,Zecora,"I am brewing up another mix for a rooster and his chicks. It seems the rooster has lost his crow, making mornings very slow."
The Cutie Pox,Apple Bloom,"Hey, I've seen that flower bloomin' in Ponyville! What is it?"
The Cutie Pox,Zecora,"It is one we call 'Heart's Desire'. A dash will ignite the rooster's fire. With Heart's Desire, his talent comes into view, and he'll give a mighty cock-a-doodle-doo!"
The Cutie Pox,Apple Bloom,"Zowie! Heart's Desire, huh?"
The Cutie Pox,Zecora,"Ay me, but what is this? I have run out of amethyst. I must go get this purple flower for my brew to have full power!"
The Cutie Pox,Apple Bloom,"Yeah, you go, you go."
The Cutie Pox,Sweetie Belle,I'm so hungry.
The Cutie Pox,Scootaloo,"Yeah, I can't wai--"
The Cutie Pox,Scootaloo and Sweetie Belle,Aah! Apple Bloom! You got your cutie mark!
The Cutie Pox,Sweetie Belle,"Um, Apple Bloom... what is it?"
The Cutie Pox,Scootaloo,Yeah! Is it an 'o'? Is your talent spelling?
The Cutie Pox,Sweetie Belle,Or is it a ring? Are you a jewelry maker?
The Cutie Pox,Twist,Or is it a powdered donut? 'Cause that sounds delicious.
The Cutie Pox,Apple Bloom,"No, it's a loop-de-hoop!"
The Cutie Pox,Scootaloo,A what now?
The Cutie Pox,Apple Bloom,"A loop-de-hoop! 'Least, that's what I always called it. Applejack made it for me from an old rain barrel when I was littler! Who woulda thought that loop-de-hoop would end up bein' my special talent?"
The Cutie Pox,Sweetie Belle,"Wow, Apple Bloom, that's amazing!"
The Cutie Pox,Diamond Tiara,That's it? That's your talent?
The Cutie Pox,Silver Spoon,Spinning a hoop around your waist? Puh-lease.
The Cutie Pox,Apple Bloom,"Oh, you ain't seen nothin' yet."
The Cutie Pox,Scootaloo,"Apple Bloom, you're super-duper-loop-de-hooper!"
The Cutie Pox,Apple Bloom,"Thanks, everypony!"
The Cutie Pox,Cheerilee,"All right, my little ponies, time for class!"
The Cutie Pox,Cheerilee,Apple Bloom?
The Cutie Pox,Apple Bloom,"Yes, Miss Cheerilee?"
The Cutie Pox,Cheerilee,I want you to take your loop-de-hoop into the yard... and give us all a lesson in your amazing loop-de-hooping!
The Cutie Pox,Apple Bloom,"Don't worry, gals. Keep at it and you might get to be half as good as me!"
The Cutie Pox,Diamond Tiara and Silver Spoon,Grr...
The Cutie Pox,Apple Bloom,"Great job, girls!"
The Cutie Pox,Sweetie Belle,"You're too kind, Apple Bloom."
The Cutie Pox,Scootaloo,"Yeah, we stink."
The Cutie Pox,Apple Bloom,"Nah, you just need a little practice. Soon you'll be able to... hoop and bop! Hoop and hop! Hoop and skip! And hoop and flip!"
The Cutie Pox,Cheerilee,"Show us some more, Apple Bloom."
The Cutie Pox,Apple Bloom,"Well, all right, just a few more tricks. But be warned! These are advanced moves, not for beginners. Got that, Diamond Tiara?"
The Cutie Pox,Apple Bloom,I call this one the hoop-la! Huh? Oof!
The Cutie Pox,Diamond Tiara,Another cutie mark? Hah! I guess that last trick was a lot of hoopla. Those cutie marks are fake!
The Cutie Pox,Apple Bloom,What? No they're not!
The Cutie Pox,Diamond Tiara,"Miss Cheerilee, have you ever heard of a pony with two cutie marks?"
The Cutie Pox,Cheerilee,"I must say that I never have, but maybe Apple Bloom has two special talents!"
The Cutie Pox,Silver Spoon,Oh yeah? Then let's see you do that!
The Cutie Pox,Snips,Spin plates!
The Cutie Pox,Snails,Yeah!
The Cutie Pox,Sweetie Belle,Two cutie marks?
The Cutie Pox,Scootaloo,Two talents?
The Cutie Pox,Apple Bloom,Aw yeah!
The Cutie Pox,Sweetie Belle,Our friend is the most...
The Cutie Pox,Scootaloo and Sweetie Belle,...special pony ever!
The Cutie Pox,Apple Bloom,"Alright, everypony, You ready for a real show?"
The Cutie Pox,Applejack,"Yee-haw, little sis! Congratulations on gettin' not just one, but two cutie marks! We're mighty proud of you, right, Big McIntosh?"
The Cutie Pox,Big McIntosh,Eeyup.
The Cutie Pox,Applejack,"I've never seen anythin' like it. Have you, Big Mac?"
The Cutie Pox,Big McIntosh,Nnnope.
The Cutie Pox,Granny Smith,"Why, the way you were a-hoopin' and a-hoppin' and kickin' and spinnin' reminded me of when I was a spry young filly. Guh, charley horse, charley horse! Ooh, that's better."
The Cutie Pox,Applejack,"Why, Apple Bloom, I think you're ready to hit the rodeo circuit right now!"
The Cutie Pox,Apple Bloom,"Actually, I'm ready to hit the hay right now. I'm plum tuckered. I'll see y'all in the mornin'. Night!"
The Cutie Pox,Applejack,"Night! Oh my, little Apple Bloom has finally blossomed, hasn't she, Big Mac?"
The Cutie Pox,Big McIntosh,Eeyup!
The Cutie Pox,Applejack,"What in tarnation is that? Apple Bloom, what is all that awful... tapping? Three cutie marks?!"
The Cutie Pox,Apple Bloom,Help me!
The Cutie Pox,Apple Bloom,Help me!
The Cutie Pox,Applejack,"C'mere, you! Ow! Ow! Whoa!"
The Cutie Pox,Apple Bloom,"I'm sorry, Applejack! I dunno how to make it stop!"
The Cutie Pox,Applejack,"Well, I know somepony who might!"
The Cutie Pox,Twilight Sparkle,Three cutie marks. Three talents. I've never seen anything like it! I was just reading something about unusual equine illnesses. What was it?
The Cutie Pox,Spike,"""Perplexing Pony Plagues"", perhaps?"
The Cutie Pox,Twilight Sparkle,"Yes, Spike, you're amazing!"
The Cutie Pox,Spike,"Yes, well, I do have some talents."
The Cutie Pox,Twilight Sparkle,Hay fever... the trots... Cutie pox!
The Cutie Pox,Others,"Apple Bloom, Cutie pox?!"
The Cutie Pox,Twilight Sparkle,Cutie pox. This puzzling pony plague afflicted a population of ponies back in the Paleopony Period!
The Cutie Pox,Spike,"Heh, say that ten times fast!"
The Cutie Pox,Twilight Sparkle,"Random cutie marks appeared all over the ponies' bodies, causing them to perform all the talents that came with them!"
The Cutie Pox,Apple Bloom,Just like me!
The Cutie Pox,Applejack,"Yes, but what's the cure? What's the cure?!"
The Cutie Pox,Twilight Sparkle,It says here there's no known cure!
The Cutie Pox,Others,"Apple Bloom, No known cure?!"
The Cutie Pox,Twilight Sparkle,"The cause of the breakout was never discovered, and the cutie pox disappears as mysteriously as they arrived!"
The Cutie Pox,Apple Bloom,"Oh, no! Sacr<e9> bleu! Plus de marques de cutie! Qu'est-ce c'est?! Je parle Fran<e7>ais?!"
The Cutie Pox,Applejack,My sister's speakin' in fancy!
The Cutie Pox,Twilight Sparkle,She needs help!
The Cutie Pox,Applejack,I know she needs help! We can't just wait for this to go away! We gotta find somepony to mix up a cure! And fast!
The Cutie Pox,Apple Bloom,Tout de suite!
The Cutie Pox,Twilight Sparkle,Not some pony... some zebra!
The Cutie Pox,Applejack,Zecora!
The Cutie Pox,Applejack,"Hurry, hurry!"
The Cutie Pox,Apple Bloom,D<e9>p<ea>chez-vous!
The Cutie Pox,Lily Valley,She's cursed!
The Cutie Pox,Rose,Hexed!
The Cutie Pox,Daisy,Enchanted!
The Cutie Pox,Spike,"No, she's not."
The Cutie Pox,Spike,She just has some weird mysterious disease with no known cure called cutie pox.
The Cutie Pox,Pony,She's got the cutie pox!
The Cutie Pox,Zecora,I thought I had removed their fear the last time that I visited here. But doors are barred and shutters shut. Guess I should've stayed inside my hut.
The Cutie Pox,Twilight Sparkle,Zecora! Apple Bloom has cutie pox! We were just on our way to see if you had a cure!
The Cutie Pox,Applejack,But magically you're here! Was your zebra sense a-tinglin'?
The Cutie Pox,Zecora,"My 'zebra sense' did not bring me round, it was a special flower that I needed found. I thought I picked enough to fix all the potions I had to mix, but after my visit from Apple Bloom, some had mysteriously left my room. Apple Bloom! What do you say? Did this flower just walk away?"
The Cutie Pox,Apple Bloom,"I, um..."
The Cutie Pox,Zecora,"A cutie pox cure I have forsooth, for healing power is in the Seeds of Truth."
The Cutie Pox,Applejack,"Well, well then give 'em to her! Quick!"
